arm,impostor_id,surface_seed,frac,rotation_deg,degradation,degradation_param,boundaries_spanned,band_first,band_last,top_sheet,top_aggregate,verdict_001,aggregate_001,coverage_001,renormalised_001,agr_cascade_ratio,agr_duty,agr_phase_duty_identity,agr_colour_pair
impostor,ratio2_duty50_phase50,0,0.35,0.0,none,,3,1,4,bar-cascade-001,0.3539,not_recognised,0.3539,1.0,0.3539,0.0,0.0,0.754,1.0
impostor,ratio2_duty50_phase50,0,0.35,0.0,none,,3,0,3,bar-cascade-001,0.3936,not_recognised,0.3936,1.0,0.3936,0.0,0.0,0.9084,1.0
impostor,ratio2_duty50_phase50,0,0.35,0.0,none,,2,2,4,bar-cascade-001,0.2653,not_recognised,0.2653,1.0,0.2653,0.0,0.0,0.4388,1.0
impostor,ratio2_duty50_phase50,1,0.35,0.0,none,,2,0,2,bar-cascade-001,0.3821,not_recognised,0.3821,1.0,0.3821,0.0,0.0,0.9254,1.0
impostor,ratio2_duty50_phase50,1,0.35,0.0,none,,3,1,4,bar-cascade-001,0.3265,not_recognised,0.3265,1.0,0.3265,0.0,0.0,0.6476,1.0
impostor,ratio2_duty50_phase50,1,0.35,0.0,none,,3,0,3,bar-cascade-001,0.3706,not_recognised,0.3706,1.0,0.3706,0.0,0.0,0.8192,1.0
impostor,ratio2_duty50_phase50,1,0.35,0.0,none,,3,0,3,bar-cascade-001,0.2799,not_recognised,0.2799,1.0,0.2799,0.0,0.0,0.4663,1.0
impostor,ratio2_duty50_phase50,1,0.35,0.0,none,,2,1,3,bar-cascade-001,0.3336,not_recognised,0.3336,1.0,0.3336,0.0,0.0,0.7235,1.0
impostor,ratio2_duty50_phase50,1,0.35,0.0,none,,3,0,3,bar-cascade-001,0.3941,not_recognised,0.3941,1.0,0.3941,0.0,0.0,0.9104,1.0
impostor,ratio2_duty50_phase50,1,0.35,0.0,none,,3,0,3,bar-cascade-001,0.1741,not_recognised,0.1741,1.0,0.1741,0.0,0.0,0.0587,1.0
impostor,ratio2_duty50_phase50,1,0.35,0.0,none,,3,0,3,bar-cascade-001,0.4064,candidate,0.4064,1.0,0.4064,0.0,0.0,0.9582,1.0
impostor,ratio2_duty50_phase50,2,0.35,0.0,none,,3,1,4,bar-cascade-001,0.3754,not_recognised,0.3754,1.0,0.3754,0.0,0.0,0.8377,1.0
impostor,ratio2_duty50_phase50,2,0.35,0.0,none,,3,0,3,bar-cascade-001,0.4171,candidate,0.4171,1.0,0.4171,0.0,0.0,1.0,1.0
impostor,ratio2_duty50_phase50,2,0.35,0.0,none,,3,0,3,bar-cascade-001,0.4171,candidate,0.4171,1.0,0.4171,0.0,0.0,1.0,1.0
impostor,ratio2_duty50_phase50,2,0.35,0.0,none,,3,0,3,bar-cascade-001,0.3437,not_recognised,0.3437,1.0,0.3437,0.0,0.0,0.7144,1.0
impostor,ratio2_duty50_phase50,2,0.35,0.0,none,,3,1,4,bar-cascade-001,0.3109,not_recognised,0.3109,1.0,0.3109,0.0,0.0,0.587,1.0
impostor,ratio2_duty50_phase50,2,0.35,0.0,none,,3,1,4,bar-cascade-001,0.3217,not_recognised,0.3217,1.0,0.3217,0.0,0.0,0.6289,1.0
impostor,ratio2_duty50_phase50,2,0.35,0.0,none,,3,1,4,bar-cascade-001,0.3482,not_recognised,0.3482,1.0,0.3482,0.0,0.0,0.732,1.0
impostor,ratio2_duty50_phase50,2,0.35,0.0,none,,3,1,4,bar-cascade-001,0.16,not_recognised,0.16,1.0,0.16,0.0,0.0,0.0,1.0
impostor,ratio2_duty50_phase50,0,0.5,0.0,none,,3,0,3,bar-cascade-001,0.4131,candidate,0.4131,1.0,0.4131,0.0,0.0,0.9843,1.0
impostor,ratio2_duty50_phase50,0,0.5,0.0,none,,3,0,3,bar-cascade-001,0.3677,not_recognised,0.3677,1.0,0.3677,0.0,0.0,0.8077,1.0
impostor,ratio2_duty50_phase50,0,0.5,0.0,none,,3,1,4,bar-cascade-001,0.3699,not_recognised,0.3699,1.0,0.3699,0.0,0.0,0.8164,1.0
impostor,ratio2_duty50_phase50,0,0.5,0.0,none,,4,0,4,bar-cascade-001,0.2837,not_recognised,0.2837,1.0,0.2837,0.0,0.0,0.464,1.0
impostor,ratio2_duty50_phase50,0,0.5,0.0,none,,3,1,4,bar-cascade-001,0.4171,candidate,0.4171,1.0,0.4171,0.0,0.0,1.0,1.0
impostor,ratio2_duty50_phase50,0,0.5,0.0,none,,3,1,4,bar-cascade-001,0.3961,not_recognised,0.3961,1.0,0.3961,0.0,0.0,0.9181,1.0
impostor,ratio2_duty50_phase50,0,0.5,0.0,none,,3,0,3,bar-cascade-001,0.3939,not_recognised,0.3939,1.0,0.3939,0.0,0.0,0.9096,1.0
impostor,ratio2_duty50_phase50,0,0.5,0.0,none,,3,0,3,bar-cascade-001,0.3911,not_recognised,0.3911,1.0,0.3911,0.0,0.0,0.8986,1.0
impostor,ratio2_duty50_phase50,1,0.5,0.0,none,,4,0,4,bar-cascade-001,0.3652,not_recognised,0.3652,1.0,0.3652,0.0,0.0,0.7981,1.0
impostor,ratio2_duty50_phase50,1,0.5,0.0,none,,3,0,3,bar-cascade-001,0.3017,not_recognised,0.3017,1.0,0.3017,0.0,0.0,0.5511,1.0
impostor,ratio2_duty50_phase50,1,0.5,0.0,none,,4,0,4,bar-cascade-001,0.2003,not_recognised,0.2003,1.0,0.2003,0.0,0.0,0.1509,1.0
impostor,ratio2_duty50_phase50,1,0.5,0.0,none,,3,0,3,bar-cascade-001,0.3743,not_recognised,0.3743,1.0,0.3743,0.0,0.0,0.8336,1.0
impostor,ratio2_duty50_phase50,1,0.5,0.0,none,,4,0,4,bar-cascade-001,0.3051,not_recognised,0.3051,1.0,0.3051,0.0,0.0,0.5441,1.0
impostor,ratio2_duty50_phase50,1,0.5,0.0,none,,3,1,4,bar-cascade-001,0.3288,not_recognised,0.3288,1.0,0.3288,0.0,0.0,0.6563,1.0
impostor,ratio2_duty50_phase50,1,0.5,0.0,none,,3,1,4,bar-cascade-001,0.4005,candidate,0.4005,1.0,0.4005,0.0,0.0,0.9352,1.0
impostor,ratio2_duty50_phase50,1,0.5,0.0,none,,4,0,4,bar-cascade-001,0.3672,not_recognised,0.3672,1.0,0.3672,0.0,0.0,0.7771,1.0
impostor,ratio2_duty50_phase50,2,0.5,0.0,none,,3,0,3,bar-cascade-001,0.4051,candidate,0.4051,1.0,0.4051,0.0,0.0,0.9531,1.0
impostor,ratio2_duty50_phase50,2,0.5,0.0,none,,3,1,4,bar-cascade-001,0.4129,candidate,0.4129,1.0,0.4129,0.0,0.0,0.9834,1.0
impostor,ratio2_duty50_phase50,2,0.5,0.0,none,,3,1,4,bar-cascade-001,0.2445,not_recognised,0.2445,1.0,0.2445,0.0,0.0,0.3287,1.0
impostor,ratio2_duty50_phase50,2,0.5,0.0,none,,3,1,4,bar-cascade-001,0.3199,not_recognised,0.3199,1.0,0.3199,0.0,0.0,0.6218,1.0
impostor,ratio2_duty50_phase50,2,0.5,0.0,none,,3,1,4,bar-cascade-001,0.4171,candidate,0.4171,1.0,0.4171,0.0,0.0,1.0,1.0
impostor,ratio2_duty50_phase50,2,0.5,0.0,none,,4,0,4,bar-cascade-001,0.4188,candidate,0.4188,1.0,0.4188,0.0,0.0,0.9704,1.0
impostor,ratio2_duty50_phase50,2,0.5,0.0,none,,3,1,4,bar-cascade-001,0.4038,candidate,0.4038,1.0,0.4038,0.0,0.0,0.9481,1.0
impostor,ratio2_duty50_phase50,2,0.5,0.0,none,,4,0,4,bar-cascade-001,0.3134,not_recognised,0.3134,1.0,0.3134,0.0,0.0,0.5753,1.0
impostor,ratio2_duty50_phase50,0,0.75,0.0,none,,4,0,4,bar-cascade-001,0.367,not_recognised,0.367,1.0,0.367,0.0,0.0,0.7761,1.0
impostor,ratio2_duty50_phase50,0,0.75,0.0,none,,4,0,4,bar-cascade-001,0.4184,candidate,0.4184,1.0,0.4184,0.0,0.0,0.969,1.0
impostor,ratio2_duty50_phase50,0,0.75,0.0,none,,4,0,4,bar-cascade-001,0.3961,not_recognised,0.3961,1.0,0.3961,0.0,0.0,0.8852,1.0
impostor,ratio2_duty50_phase50,0,0.75,0.0,none,,4,0,4,bar-cascade-001,0.2348,not_recognised,0.2348,1.0,0.2348,0.0,0.0,0.2806,1.0
impostor,ratio2_duty50_phase50,0,0.75,0.0,none,,4,0,4,bar-cascade-001,0.3137,not_recognised,0.3137,1.0,0.3137,0.0,0.0,0.5765,1.0
impostor,ratio2_duty50_phase50,0,0.75,0.0,none,,4,0,4,bar-cascade-001,0.3989,not_recognised,0.3989,1.0,0.3989,0.0,0.0,0.8957,1.0
impostor,ratio2_duty50_phase50,0,0.75,0.0,none,,4,0,4,bar-cascade-001,0.4232,candidate,0.4232,1.0,0.4232,0.0,0.0,0.987,1.0
impostor,ratio2_duty50_phase50,0,0.75,0.0,none,,4,0,4,bar-cascade-001,0.3735,not_recognised,0.3735,1.0,0.3735,0.0,0.0,0.8005,1.0
impostor,ratio2_duty50_phase50,1,0.75,0.0,none,,4,0,4,bar-cascade-001,0.389,not_recognised,0.389,1.0,0.389,0.0,0.0,0.8586,1.0
impostor,ratio2_duty50_phase50,1,0.75,0.0,none,,4,0,4,bar-cascade-001,0.3851,not_recognised,0.3851,1.0,0.3851,0.0,0.0,0.8439,1.0
impostor,ratio2_duty50_phase50,1,0.75,0.0,none,,4,0,4,bar-cascade-001,0.3713,not_recognised,0.3713,1.0,0.3713,0.0,0.0,0.7925,1.0
impostor,ratio2_duty50_phase50,1,0.75,0.0,none,,4,0,4,bar-cascade-001,0.3762,not_recognised,0.3762,1.0,0.3762,0.0,0.0,0.8109,1.0
impostor,ratio2_duty50_phase50,1,0.75,0.0,none,,4,0,4,bar-cascade-001,0.3642,not_recognised,0.3642,1.0,0.3642,0.0,0.0,0.7656,1.0
impostor,ratio2_duty50_phase50,1,0.75,0.0,none,,4,0,4,bar-cascade-001,0.3009,not_recognised,0.3009,1.0,0.3009,0.0,0.0,0.5285,1.0
impostor,ratio2_duty50_phase50,1,0.75,0.0,none,,4,0,4,bar-cascade-001,0.2732,not_recognised,0.2732,1.0,0.2732,0.0,0.0,0.4245,1.0
impostor,ratio2_duty50_phase50,1,0.75,0.0,none,,4,0,4,bar-cascade-001,0.4209,candidate,0.4209,1.0,0.4209,0.0,0.0,0.9784,1.0
impostor,ratio2_duty50_phase50,2,0.75,0.0,none,,4,0,4,bar-cascade-001,0.4008,candidate,0.4008,1.0,0.4008,0.0,0.0,0.903,1.0
impostor,ratio2_duty50_phase50,2,0.75,0.0,none,,4,0,4,bar-cascade-001,0.2768,not_recognised,0.2768,1.0,0.2768,0.0,0.0,0.4379,1.0
impostor,ratio2_duty50_phase50,2,0.75,0.0,none,,4,0,4,bar-cascade-001,0.4101,candidate,0.4101,1.0,0.4101,0.0,0.0,0.938,1.0
impostor,ratio2_duty50_phase50,2,0.75,0.0,none,,4,0,4,bar-cascade-001,0.4013,candidate,0.4013,1.0,0.4013,0.0,0.0,0.9047,1.0
impostor,ratio2_duty50_phase50,2,0.75,0.0,none,,4,0,4,bar-cascade-001,0.4045,candidate,0.4045,1.0,0.4045,0.0,0.0,0.9168,1.0
impostor,ratio2_duty50_phase50,2,0.75,0.0,none,,4,0,4,bar-cascade-001,0.4199,candidate,0.4199,1.0,0.4199,0.0,0.0,0.9746,1.0
impostor,ratio2_duty50_phase50,2,0.75,0.0,none,,4,0,4,bar-cascade-001,0.3229,not_recognised,0.3229,1.0,0.3229,0.0,0.0,0.6109,1.0
impostor,ratio2_duty50_phase50,2,0.75,0.0,none,,4,0,4,bar-cascade-001,0.3664,not_recognised,0.3664,1.0,0.3664,0.0,0.0,0.7741,1.0
impostor,ratio2_duty50_phase50,0,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3947,not_recognised,0.3947,1.0,0.3947,0.0,0.0,0.88,1.0
impostor,ratio2_duty50_phase50,0,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3947,not_recognised,0.3947,1.0,0.3947,0.0,0.0,0.88,1.0
impostor,ratio2_duty50_phase50,0,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3947,not_recognised,0.3947,1.0,0.3947,0.0,0.0,0.88,1.0
impostor,ratio2_duty50_phase50,0,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3947,not_recognised,0.3947,1.0,0.3947,0.0,0.0,0.88,1.0
impostor,ratio2_duty50_phase50,0,1.0,0.0,none,,4,0,4,bar-cascade-001,0.2543,not_recognised,0.2543,1.0,0.2543,0.0,0.0,0.3536,1.0
impostor,ratio2_duty50_phase50,0,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3947,not_recognised,0.3947,1.0,0.3947,0.0,0.0,0.88,1.0
impostor,ratio2_duty50_phase50,0,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3947,not_recognised,0.3947,1.0,0.3947,0.0,0.0,0.88,1.0
impostor,ratio2_duty50_phase50,0,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3947,not_recognised,0.3947,1.0,0.3947,0.0,0.0,0.88,1.0
impostor,ratio2_duty50_phase50,1,1.0,0.0,none,,4,0,4,bar-cascade-001,0.4086,candidate,0.4086,1.0,0.4086,0.0,0.0,0.9324,1.0
impostor,ratio2_duty50_phase50,1,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3947,not_recognised,0.3947,1.0,0.3947,0.0,0.0,0.88,1.0
impostor,ratio2_duty50_phase50,1,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3947,not_recognised,0.3947,1.0,0.3947,0.0,0.0,0.88,1.0
impostor,ratio2_duty50_phase50,1,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3947,not_recognised,0.3947,1.0,0.3947,0.0,0.0,0.88,1.0
impostor,ratio2_duty50_phase50,1,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3699,not_recognised,0.3699,1.0,0.3699,0.0,0.0,0.787,1.0
impostor,ratio2_duty50_phase50,1,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3221,not_recognised,0.3221,1.0,0.3221,0.0,0.0,0.6078,1.0
impostor,ratio2_duty50_phase50,1,1.0,0.0,none,,4,0,4,bar-cascade-001,0.4039,candidate,0.4039,1.0,0.4039,0.0,0.0,0.9145,1.0
impostor,ratio2_duty50_phase50,1,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3947,not_recognised,0.3947,1.0,0.3947,0.0,0.0,0.88,1.0
impostor,ratio2_duty50_phase50,2,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3947,not_recognised,0.3947,1.0,0.3947,0.0,0.0,0.88,1.0
impostor,ratio2_duty50_phase50,2,1.0,0.0,none,,4,0,4,bar-cascade-001,0.2544,not_recognised,0.2544,1.0,0.2544,0.0,0.0,0.354,1.0
impostor,ratio2_duty50_phase50,2,1.0,0.0,none,,4,0,4,bar-cascade-001,0.4212,candidate,0.4212,1.0,0.4212,0.0,0.0,0.9794,1.0
impostor,ratio2_duty50_phase50,2,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3771,not_recognised,0.3771,1.0,0.3771,0.0,0.0,0.814,1.0
impostor,ratio2_duty50_phase50,2,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3536,not_recognised,0.3536,1.0,0.3536,0.0,0.0,0.726,1.0
impostor,ratio2_duty50_phase50,2,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3947,not_recognised,0.3947,1.0,0.3947,0.0,0.0,0.88,1.0
impostor,ratio2_duty50_phase50,2,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3947,not_recognised,0.3947,1.0,0.3947,0.0,0.0,0.88,1.0
impostor,ratio2_duty50_phase50,2,1.0,0.0,none,,4,0,4,bar-cascade-001,0.3947,not_recognised,0.3947,1.0,0.3947,0.0,0.0,0.88,1.0
impostor,ratio15_duty33,0,0.05,0.0,none,,1,3,4,bar-cascade-001,0.1515,not_recognised,0.1515,1.0,0.1515,0.0,0.0,0.0,0.947
impostor,ratio15_duty33,0,0.05,0.0,none,,1,2,3,bar-cascade-001,0.1881,not_recognised,0.1881,1.0,0.1881,0.0,0.2477,0.0,0.9224
impostor,ratio15_duty33,0,0.05,0.0,none,,1,0,1,bar-cascade-001,0.1768,not_recognised,0.1768,1.0,0.1768,0.0,0.0,0.1477,0.9203
impostor,ratio15_duty33,0,0.05,0.0,none,,1,2,3,bar-cascade-001,0.1476,not_recognised,0.1476,1.0,0.1476,0.0,0.0,0.0,0.9224
impostor,ratio15_duty33,0,0.05,0.0,none,,1,1,2,bar-cascade-001,0.1417,not_recognised,0.1417,1.0,0.1417,0.0,0.0,0.0,0.8858
impostor,ratio15_duty33,0,0.05,0.0,none,,1,1,2,bar-cascade-001,0.2633,not_recognised,0.2633,1.0,0.2633,0.0,0.0644,0.5351,0.9062
impostor,ratio15_duty33,0,0.05,0.0,none,,1,1,2,bar-cascade-001,0.3356,not_recognised,0.3356,1.0,0.3356,0.0,0.0,0.9616,0.8957
impostor,ratio15_duty33,0,0.05,0.0,none,,1,2,3,bar-cascade-001,0.2729,not_recognised,0.2729,1.0,0.2729,0.0,0.4416,0.2521,0.9389
impostor,ratio15_duty33,1,0.05,0.0,none,,1,2,3,bar-cascade-001,0.2682,not_recognised,0.2682,1.0,0.2682,0.0,0.0,0.6032,0.9224
impostor,ratio15_duty33,1,0.05,0.0,none,,1,3,4,bar-cascade-001,0.1502,not_recognised,0.1502,1.0,0.1502,0.0,0.0,0.0,0.9389
impostor,ratio15_duty33,1,0.05,0.0,none,,1,0,1,bar-cascade-001,0.1472,not_recognised,0.1472,1.0,0.1472,0.0,0.0237,0.0,0.8931
impostor,ratio15_duty33,1,0.05,0.0,none,,1,2,3,bar-cascade-001,0.1509,not_recognised,0.1509,1.0,0.1509,0.0,0.0,0.0,0.9431
impostor,ratio15_duty33,1,0.05,0.0,none,,1,0,1,bar-cascade-001,0.2643,not_recognised,0.2643,1.0,0.2643,0.0,0.1356,0.4767,0.9025
impostor,ratio15_duty33,1,0.05,0.0,none,,1,3,4,bar-cascade-001,0.165,not_recognised,0.165,0.4,0.4125,,0.1042,,0.9662
impostor,ratio15_duty33,1,0.05,0.0,none,,1,3,4,bar-cascade-001,0.2551,not_recognised,0.2551,1.0,0.2551,0.0,0.0,0.5169,0.9485
impostor,ratio15_duty33,1,0.05,0.0,none,,1,3,4,bar-cascade-001,0.2301,not_recognised,0.2301,1.0,0.2301,0.0,0.0,0.392,0.9485
impostor,ratio15_duty33,2,0.05,0.0,none,,1,0,1,bar-cascade-001,0.2877,not_recognised,0.2877,1.0,0.2877,0.0,0.7929,0.0,0.9017
impostor,ratio15_duty33,2,0.05,0.0,none,,1,2,3,bar-cascade-001,0.1493,not_recognised,0.1493,1.0,0.1493,0.0,0.0,0.0,0.9328
impostor,ratio15_duty33,2,0.05,0.0,none,,1,2,3,bar-cascade-001,0.2864,not_recognised,0.2864,1.0,0.2864,0.0,0.8509,0.0,0.9389
impostor,ratio15_duty33,2,0.05,0.0,none,,1,3,4,bar-cascade-001,0.1518,not_recognised,0.1518,1.0,0.1518,0.0,0.0,0.0,0.9485
impostor,ratio15_duty33,2,0.05,0.0,none,,1,0,1,bar-cascade-001,0.2019,not_recognised,0.2019,1.0,0.2019,0.0,0.3149,0.0,0.9025
impostor,ratio15_duty33,2,0.05,0.0,none,,1,3,4,bar-cascade-001,0.2922,not_recognised,0.2922,1.0,0.2922,0.0,0.0,0.7024,0.9485
impostor,ratio15_duty33,2,0.05,0.0,none,,1,3,4,bar-cascade-001,0.2655,not_recognised,0.2655,1.0,0.2655,0.0,0.7227,0.0413,0.9624
impostor,ratio15_duty33,2,0.05,0.0,none,,1,0,1,bar-cascade-001,0.1766,not_recognised,0.1766,1.0,0.1766,0.0,0.1515,0.0,0.9306
impostor,ratio15_duty33,0,0.1,0.0,none,,2,2,4,bar-cascade-001,0.1518,not_recognised,0.1518,1.0,0.1518,0.0,0.0,0.0,0.9485
impostor,ratio15_duty33,0,0.1,0.0,none,,2,0,2,bar-cascade-001,0.1447,not_recognised,0.1447,1.0,0.1447,0.0,0.0,0.0,0.9046
impostor,ratio15_duty33,0,0.1,0.0,none,,2,1,3,bar-cascade-001,0.1476,not_recognised,0.1476,1.0,0.1476,0.0,0.0,0.0,0.9224
impostor,ratio15_duty33,0,0.1,0.0,none,,1,0,1,bar-cascade-001,0.2102,not_recognised,0.2102,1.0,0.2102,0.0,0.341,0.0,0.9112
impostor,ratio15_duty33,0,0.1,0.0,none,,2,1,3,bar-cascade-001,0.3052,not_recognised,0.3052,1.0,0.3052,0.0,0.0,0.794,0.915
impostor,ratio15_duty33,0,0.1,0.0,none,,2,0,2,bar-cascade-001,0.1446,not_recognised,0.1446,1.0,0.1446,0.0,0.0,0.0,0.904
impostor,ratio15_duty33,0,0.1,0.0,none,,1,3,4,bar-cascade-001,0.1518,not_recognised,0.1518,1.0,0.1518,0.0,0.0,0.0,0.9485
impostor,ratio15_duty33,0,0.1,0.0,none,,1,2,3,bar-cascade-001,0.1494,not_recognised,0.1494,1.0,0.1494,0.0,0.0,0.0,0.9336
impostor,ratio15_duty33,1,0.1,0.0,none,,1,2,3,bar-cascade-001,0.1509,not_recognised,0.1509,1.0,0.1509,0.0,0.0,0.0,0.9431
impostor,ratio15_duty33,1,0.1,0.0,none,,2,0,2,bar-cascade-001,0.1795,not_recognised,0.1795,1.0,0.1795,0.0,0.1859,0.0,0.9031
impostor,ratio15_duty33,1,0.1,0.0,none,,2,1,3,bar-cascade-001,0.2882,not_recognised,0.2882,1.0,0.2882,0.0,0.1224,0.4915,0.923
impostor,ratio15_duty33,1,0.1,0.0,none,,2,1,3,bar-cascade-001,0.1493,not_recognised,0.1493,1.0,0.1493,0.0,0.0,0.0,0.9333
impostor,ratio15_duty33,1,0.1,0.0,none,,1,0,1,bar-cascade-001,0.2928,not_recognised,0.2928,1.0,0.2928,0.0,0.2134,0.535,0.9123
impostor,ratio15_duty33,1,0.1,0.0,none,,2,0,2,bar-cascade-001,0.1447,not_recognised,0.1447,1.0,0.1447,0.0,0.0,0.0,0.9046
impostor,ratio15_duty33,1,0.1,0.0,none,,2,0,2,bar-cascade-001,0.1447,not_recognised,0.1447,1.0,0.1447,0.0,0.0,0.0,0.9046
impostor,ratio15_duty33,1,0.1,0.0,none,,2,0,2,bar-cascade-001,0.2448,not_recognised,0.2448,1.0,0.2448,0.0,0.5354,0.0,0.9025
impostor,ratio15_duty33,2,0.1,0.0,none,,1,3,4,bar-cascade-001,0.1518,not_recognised,0.1518,1.0,0.1518,0.0,0.0,0.0,0.9485
impostor,ratio15_duty33,2,0.1,0.0,none,,2,1,3,bar-cascade-001,0.1476,not_recognised,0.1476,1.0,0.1476,0.0,0.0,0.0,0.9224
impostor,ratio15_duty33,2,0.1,0.0,none,,1,3,4,bar-cascade-001,0.2525,not_recognised,0.2525,1.0,0.2525,0.0,0.6332,0.0,0.9624
impostor,ratio15_duty33,2,0.1,0.0,none,,1,3,4,bar-cascade-001,0.1518,not_recognised,0.1518,1.0,0.1518,0.0,0.0,0.0,0.9485
impostor,ratio15_duty33,2,0.1,0.0,none,,1,2,3,bar-cascade-001,0.1494,not_recognised,0.1494,1.0,0.1494,0.0,0.0,0.0,0.9336
impostor,ratio15_duty33,2,0.1,0.0,none,,2,1,3,bar-cascade-001,0.3257,not_recognised,0.3257,1.0,0.3257,0.0,0.0,0.742,0.9224
impostor,ratio15_duty33,2,0.1,0.0,none,,2,0,2,bar-cascade-001,0.1675,not_recognised,0.1675,1.0,0.1675,0.0,0.1294,0.0,0.8938
impostor,ratio15_duty33,2,0.1,0.0,none,,1,0,1,bar-cascade-001,0.1922,not_recognised,0.1922,1.0,0.1922,0.0,0.0,0.2237,0.9217
impostor,ratio15_duty33,0,0.2,0.0,none,,2,0,2,bar-cascade-001,0.1445,not_recognised,0.1445,1.0,0.1445,0.0,0.0,0.0,0.9029
impostor,ratio15_duty33,0,0.2,0.0,none,,2,1,3,bar-cascade-001,0.1461,not_recognised,0.1461,1.0,0.1461,0.0,0.0,0.0,0.9131
impostor,ratio15_duty33,0,0.2,0.0,none,,2,1,3,bar-cascade-001,0.3708,not_recognised,0.3708,1.0,0.3708,0.0,0.0,0.9303,0.9224
impostor,ratio15_duty33,0,0.2,0.0,none,,2,0,2,bar-cascade-001,0.4125,candidate,0.4125,1.0,0.4125,0.0,0.2266,0.9342,0.9029
impostor,ratio15_duty33,0,0.2,0.0,none,,2,1,3,bar-cascade-001,0.1461,not_recognised,0.1461,1.0,0.1461,0.0,0.0,0.0,0.9131
impostor,ratio15_duty33,0,0.2,0.0,none,,2,2,4,bar-cascade-001,0.3661,not_recognised,0.3661,1.0,0.3661,0.0,0.0,0.8965,0.9431
impostor,ratio15_duty33,0,0.2,0.0,none,,2,1,3,bar-cascade-001,0.3057,not_recognised,0.3057,1.0,0.3057,0.0,0.0,0.6585,0.923
impostor,ratio15_duty33,0,0.2,0.0,none,,3,0,3,bar-cascade-001,0.1445,not_recognised,0.1445,1.0,0.1445,0.0,0.0,0.0,0.9029
impostor,ratio15_duty33,1,0.2,0.0,none,,2,0,2,bar-cascade-001,0.1461,not_recognised,0.1461,1.0,0.1461,0.0,0.0,0.0,0.9133
impostor,ratio15_duty33,1,0.2,0.0,none,,2,2,4,bar-cascade-001,0.1518,not_recognised,0.1518,1.0,0.1518,0.0,0.0,0.0,0.9485
impostor,ratio15_duty33,1,0.2,0.0,none,,3,0,3,bar-cascade-001,0.3837,not_recognised,0.3837,1.0,0.3837,0.0,0.1493,0.8186,0.9022
impostor,ratio15_duty33,1,0.2,0.0,none,,2,1,3,bar-cascade-001,0.1476,not_recognised,0.1476,1.0,0.1476,0.0,0.0,0.0,0.9224
impostor,ratio15_duty33,1,0.2,0.0,none,,2,1,3,bar-cascade-001,0.1464,not_recognised,0.1464,1.0,0.1464,0.0,0.0,0.0,0.915
impostor,ratio15_duty33,1,0.2,0.0,none,,2,2,4,bar-cascade-001,0.1518,not_recognised,0.1518,1.0,0.1518,0.0,0.0,0.0,0.9485
impostor,ratio15_duty33,1,0.2,0.0,none,,2,1,3,bar-cascade-001,0.1476,not_recognised,0.1476,1.0,0.1476,0.0,0.0,0.0,0.9224
impostor,ratio15_duty33,1,0.2,0.0,none,,3,0,3,bar-cascade-001,0.1482,not_recognised,0.1482,1.0,0.1482,0.0,0.0119,0.0,0.9122
impostor,ratio15_duty33,2,0.2,0.0,none,,3,0,3,bar-cascade-001,0.1464,not_recognised,0.1464,1.0,0.1464,0.0,0.0,0.0,0.915
impostor,ratio15_duty33,2,0.2,0.0,none,,2,0,2,bar-cascade-001,0.1461,not_recognised,0.1461,1.0,0.1461,0.0,0.0,0.0,0.9133
impostor,ratio15_duty33,2,0.2,0.0,none,,2,0,2,bar-cascade-001,0.1956,not_recognised,0.1956,1.0,0.1956,0.0,0.2575,0.0,0.9133
impostor,ratio15_duty33,2,0.2,0.0,none,,2,1,3,bar-cascade-001,0.173,not_recognised,0.173,1.0,0.173,0.0,0.142,0.0,0.9131
impostor,ratio15_duty33,2,0.2,0.0,none,,2,0,2,bar-cascade-001,0.1443,not_recognised,0.1443,1.0,0.1443,0.0,0.0,0.0,0.9017
impostor,ratio15_duty33,2,0.2,0.0,none,,2,2,4,bar-cascade-001,0.207,not_recognised,0.207,1.0,0.207,0.0,0.3084,0.0,0.9389
impostor,ratio15_duty33,2,0.2,0.0,none,,2,0,2,bar-cascade-001,0.149,not_recognised,0.149,1.0,0.149,0.0,0.0155,0.0,0.9123
impostor,ratio15_duty33,2,0.2,0.0,none,,2,0,2,bar-cascade-001,0.1554,not_recognised,0.1554,1.0,0.1554,0.0,0.0561,0.0,0.904
